pair	TF-IDF	peak region	count	is_valid
alle → auch	0.025015453230637100	Bern	10/10	True
sich → schicht	0.023469521769032200	Wallis	35/35	True
sie → euch	0.02342705032639820	Bern	21/27	True
rund → gut	0.02305109104235590	Basel	7/7
abend → oben	0.02293670255046170	Basel	17/18
nichts → nix	0.022675324994805100	Wallis	30/30
bekommt → kriegt	0.02256005305076440	Graubünden	14/15
ihnen → euch	0.022502800091588600	Bern	42/47
immer → albig	0.021154471757897400	Graubünden	5/5
hand → hang	0.021146201071945700	Bern	6/6
all → auch	0.021146201071945700	Bern	6/6
habe → heikt	0.02101333349944360	Innerschweiz	5/5
sich → geschichte	0.020322068750526600	Wallis	19/19
bekommen → kriegen	0.01982094524670180	Graubünden	9/10
kinder → king	0.019765205200986600	Bern	5/5
ihren → euren	0.01968159771280310	Bern	11/12
gedacht → gedeicht	0.019436682323076500	Wallis	16/16
laut → leute	0.019436682323076500	Wallis	16/16
nur → gerade	0.0193591138186633	Ostschweiz	7/7
ziehen → zeichnen	0.01934546763032640	Graubünden	4/4
darauf → dann	0.01934546763032640	Graubünden	4/4
ziehen → suchen	0.01934546763032640	Graubünden	4/4
sei → anscheinend	0.01934546763032640	Graubünden	4/4
er → heiger	0.01921639867310710	Innerschweiz	4/4
nicht → nöd	0.019196807610571900	Zürich	9/17
den → der	0.019191362437452400	Graubünden	393/2465
sie → schon	0.01910417464060450	Wallis	15/15
auch → eure	0.018963388882013500	Innerschweiz	8/46
werden → würden	0.018958389454195100	Ostschweiz	16/18
sie → ski	0.018937485116236000	Wallis	45/46
seine → schiene	0.018748717784747500	Wallis	14/14
dies → das	0.01873874513056400	Innerschweiz	349/2064
eifersucht → einversucht	0.018736302210295400	Zürich	4/4
rund → knapp	0.018736302210295400	Zürich	4/4
wurden → wird	0.01867222209396800	Basel	4/4
er → ah	0.01867222209396800	Basel	4/4
prüfung → briefung	0.01867222209396800	Basel	4/4
verstehe → verstand	0.01867222209396800	Basel	4/4
vermieden → vermeiden	0.01867222209396800	Basel	4/4
prägte → geprägt	0.01867222209396800	Basel	4/4
gerät → grad	0.01867222209396800	Basel	4/4
auch → oder	0.018519254678733700	Bern	9/10
diese → die	0.01845855726834150	Innerschweiz	315/1972
er → a	0.018426377121056400	Basel	8/9
seiner → verschiedener	0.018366907516411600	Wallis	13/13
biel → bio	0.018075002855115000	Bern	4/4
einer → haben	0.018075002855115000	Bern	4/4
gefunden → gefangen	0.018075002855115000	Bern	4/4
fall → v	0.018075002855115000	Bern	4/4
die → pro	0.018075002855115000	Bern	4/4
nun → jetzt	0.017954958749167400	Innerschweiz	262/1720
der → eines	0.017954521010520300	Wallis	12/12
hatte → hat	0.01771187600480470	Zürich	283/1657
strafe → strophe	0.017627368675954700	Basel	7/8
lösen → lesen	0.017506231356503400	Wallis	11/11
aus → unser	0.017506231356503400	Wallis	11/11
der → vor	0.0174245043741745	Graubünden	42/92
wurde → worden	0.01741380562036990	Graubünden	206/1073
lassen → lasse	0.017284653892736800	Bern	14/17
partei → partie	0.017191825129155000	Innerschweiz	6/21
zahlen → zählen	0.01714797906030720	Ostschweiz	5/5
das → hier	0.01714797906030720	Ostschweiz	5/5
fahrzeugs → fahrzeug	0.01714797906030720	Ostschweiz	5/5
wurden → worden	0.01708800583065810	Graubünden	183/1171
die → diese	0.01704768349468730	Innerschweiz	188/1268
muss → müsse	0.017015185598960000	Wallis	10/10
gehören → kehren	0.017015185598960000	Wallis	10/10
diese → tische	0.017015185598960000	Wallis	10/10
gute → guter	0.017013255682329700	Graubünden	3/3
wehrte → wehrt	0.017013255682329700	Graubünden	3/3
oft → etwa	0.017013255682329700	Graubünden	3/3
legenden → legende	0.017013255682329700	Graubünden	3/3
ich → hanni	0.017013255682329700	Graubünden	3/3
sei → soll	0.017013255682329700	Graubünden	3/3
oft → öfters	0.017013255682329700	Graubünden	3/3
kann → kennt	0.017013255682329700	Graubünden	3/3
stande → zustande	0.017013255682329700	Graubünden	3/3
entzieht → entzücht	0.017013255682329700	Graubünden	3/3
wandte → gewendet	0.017013255682329700	Graubünden	3/3
sind → seien	0.01693265871009840	Bern	13/16
sind → seid	0.01691800810621830	Bern	25/45
trauer → traur	0.01689974676066460	Innerschweiz	3/3
aus → ausgestrahlt	0.01689974676066460	Innerschweiz	3/3
jugendlicher → jugendlichen	0.01689974676066460	Innerschweiz	3/3
torhüter → goalies	0.01689974676066460	Innerschweiz	3/3
als → unser	0.01689974676066460	Innerschweiz	3/3
geworfen → gerührt	0.01689974676066460	Innerschweiz	3/3
letzter → letztes	0.01689974676066460	Innerschweiz	3/3
prüfungen → prüfung	0.01689974676066460	Innerschweiz	3/3
prozent → 89prozent	0.01689974676066460	Innerschweiz	3/3
erneut → nichts	0.01689974676066460	Innerschweiz	3/3
fangemeinde → ferngemeinde	0.01689974676066460	Innerschweiz	3/3
wie → als	0.01689974676066460	Innerschweiz	3/3
kätzchen → kätzli	0.01689974676066460	Innerschweiz	3/3
sollen → hätten	0.01689974676066460	Innerschweiz	3/3
gar → gerne	0.01678907093689120	Graubünden	10/19
die → der	0.016769509811099400	Graubünden	163/1073
hatten → habe	0.016704981119146300	Basel	6/7
welt → wald	0.016704981119146300	Basel	6/11
sprache → spruch	0.016704981119146300	Basel	6/7
willen → wille	0.016704981119146300	Basel	6/7
der → den	0.016578895712585500	Zürich	185/1024
habe → hat	0.016564921337001200	Basel	188/903
sie → ihr	0.016497039502276200	Bern	225/463
sparen → ersparen	0.016477528800877800	Zürich	3/3
ums → und	0.016477528800877800	Zürich	3/3
soll → ich	0.016477528800877800	Zürich	3/3
siegt → gönnt	0.016477528800877800	Zürich	3/3
spielten → abgespielt	0.016477528800877800	Zürich	3/3
den → gesunken	0.016477528800877800	Zürich	3/3
verlass → verlassen	0.016477528800877800	Zürich	3/3
leiten → leitet	0.016477528800877800	Zürich	3/3
sei → sage	0.016477528800877800	Zürich	3/3
gewährte → gewährt	0.016477528800877800	Zürich	3/3
siegt → geht	0.016477528800877800	Zürich	3/3
über → in	0.016477528800877800	Zürich	3/3
gewollt → wollen	0.016477528800877800	Zürich	3/3
sergei → sergej	0.016477528800877800	Zürich	3/3
zählten → zählen	0.016477528800877800	Zürich	3/3
riese → reis	0.016477528800877800	Zürich	3/3
kamen → können	0.016477528800877800	Zürich	3/3
dennoch → hat	0.016477528800877800	Zürich	3/3
lösungen → lesungen	0.016472359697964100	Wallis	9/9
euch → auch	0.016472359697964100	Wallis	9/9
ihnen → auch	0.016472359697964100	Wallis	9/9
welt → wahl	0.016472359697964100	Wallis	9/9
hätte → hänge	0.016472359697964100	Wallis	9/9
torhüter → goli	0.016421173926234100	Basel	3/3
projekten → projekte	0.016421173926234100	Basel	3/3
einen → ihr	0.016421173926234100	Basel	3/3
maurer → muro	0.016421173926234100	Basel	3/3
dokumente → dokumenten	0.016421173926234100	Basel	3/3
hier → du	0.016421173926234100	Basel	3/3
leben → labe	0.016421173926234100	Basel	3/3
erneutes → erneut	0.016421173926234100	Basel	3/3
scheune → schüner	0.016421173926234100	Basel	3/3
aus → ausgebrennt	0.016421173926234100	Basel	3/3
reicht → längt	0.016421173926234100	Basel	3/3
brannte → ist	0.016421173926234100	Basel	3/3
frei → freigelassen	0.016421173926234100	Basel	3/3
federer → fedor	0.016421173926234100	Basel	3/3
rat → rote	0.016421173926234100	Basel	3/3
rathaus → rothaus	0.016421173926234100	Basel	3/3
rally → rallye	0.016421173926234100	Basel	3/3
vorgänge → vorgang	0.016421173926234100	Basel	3/3
brutaler → brutal	0.016421173926234100	Basel	3/3
hörte → habe	0.016421173926234100	Basel	3/3
krankenhaus → gestorben	0.016421173926234100	Basel	3/3
der → die	0.01639373496986590	Innerschweiz	148/962
als → aus	0.016280194013943000	Bern	42/65
erhält → kriegt	0.01625345864484790	Graubünden	9/12
inzwischen → unterdessen	0.016177007506340400	Graubünden	5/6
werden → kommen	0.016177007506340400	Graubünden	5/23
bekommen → gekriegt	0.016177007506340400	Graubünden	5/6
beziehung → bezüge	0.016177007506340400	Graubünden	5/6
beziehung → bezüchung	0.016177007506340400	Graubünden	5/6
menschen → mönche	0.016170682841264700	Bern	6/8
auch → oh	0.016170682841264700	Bern	6/7
dieses → das	0.016086293428379000	Basel	157/819
hier → da	0.016072623466919500	Graubünden	58/208
des → vom	0.0160177438338904	Basel	153/733
braucht → bräuchte	0.01593477462369730	Wallis	21/24
lawrow → lavrov	0.015895953042295200	Bern	3/3
debatiert → debattiert	0.015895953042295200	Bern	3/3
ressor → ressort	0.015895953042295200	Bern	3/3
immer → gängig	0.015895953042295200	Bern	3/3
lit → liegt	0.015895953042295200	Bern	3/3
wohl → etwa	0.015895953042295200	Bern	3/3
protokolle → protokoll	0.015895953042295200	Bern	3/3
proviant → profiant	0.015895953042295200	Bern	3/3
ubs → rubies	0.015895953042295200	Bern	3/3
sich → nach	0.015895953042295200	Bern	3/3
urteil → sorte	0.015895953042295200	Bern	3/3
den → ist	0.015895953042295200	Bern	3/3
gesundheitszustand → gesundheitsstand	0.015895953042295200	Bern	3/3
hauptabteilungen → hauptabteilung	0.015895953042295200	Bern	3/3
prozent → 2030prozent	0.015895953042295200	Bern	3/3
durch → hat	0.015895953042295200	Bern	3/3
davos → das	0.015895953042295200	Bern	3/3
allem → hat	0.015895953042295200	Bern	3/3
schliessen → zutun	0.015895953042295200	Bern	3/3
wale → wahlen	0.015895953042295200	Bern	3/3
ereignete → erregnet	0.015895953042295200	Bern	3/3
ba → bea	0.015895953042295200	Bern	3/3
zeilen → zielen	0.015895953042295200	Bern	3/3
besucht → besuchten	0.015895953042295200	Bern	3/3
versammelte → versammelt	0.015895953042295200	Bern	3/3
weg → wege	0.015895953042295200	Bern	3/3
drehbuch → dreibuch	0.015895953042295200	Bern	3/3
und → wo	0.015895953042295200	Bern	3/3
03 → 3	0.015895953042295200	Bern	3/3
eigenwirtschaftsbetriebes → eigenwirtschaftsbetriebs	0.015895953042295200	Bern	3/3
gerät → geratet	0.015895953042295200	Bern	3/3
den → 3	0.015895953042295200	Bern	3/3
frauen → freuen	0.01586553196887590	Wallis	8/8
einwohnerrat → ewohnenrat	0.01586553196887590	Wallis	8/8
ebenfalls → ab	0.01586553196887590	Wallis	8/8
luzern → luzaro	0.01586553196887590	Wallis	8/8
sein → scheiss	0.01586553196887590	Wallis	8/8
gehört → kehrt	0.01586553196887590	Wallis	8/8