path	duration	sentence	sentence_source	client_id	dialect_region	canton	zipcode	age	gender	transcript
datasets/STT4SG-350 v2.1/clips__train_valid-001/6858a37b-edd0-4fdf-871c-96d3b1bd3e21/c2048577d74e270512246bec88c6aa9e03a8a06188b47ff30c1da83af5e6ef3e.flac	4.522675736961451	Kein einziger Punkt von diesem Artikel ist umgesetzt.	news	6858a37b-edd0-4fdf-871c-96d3b1bd3e21	Zürich	ZH	8704.0	fourties	male	Kein einziger Punkt von diesem Artikel ist umgesetzt.
datasets/STT4SG-350 v2.1/clips__train_valid-001/3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a/621ad4f818d73214ff90c63fed347eeaeb81f782cac6a96413fa2af5158e977b.flac	7.338662131519274	Einmal schrie ein Passagier wegen mir ‹Polizei!	news	3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a	Zürich	ZH	8000.0	fifties	female	Einmal hat ein Passagier wegen mir die Polizei geschrien.
datasets/STT4SG-350 v2.1/clips__train_valid-001/f877ee50-af2b-423b-bdda-0cc406032c45/4f068967ede1f6263c6a15ad6a9203a620a592388d1578b03c1e22b9a714165c.flac	3.669342403628118	Aber es ist diese spezielle Aura.	news	f877ee50-af2b-423b-bdda-0cc406032c45	Zürich	ZH	8405.0	fourties	female	Aber es ist die spezielle Euro.
datasets/STT4SG-350 v2.1/clips__train_valid-001/3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a/7076784f57d55e13a5c2cb68c8f064e375f7ae4bf574f305f2943c05fb15bc5a.flac	9.045328798185942	Demnach sei dieser vom Geschädigten erneut aus heiterem Himmel angegriffen worden.	news	3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a	Zürich	ZH	8000.0	fifties	female	Demnach sei der vom Geschädigten erneut aus heiterem Himmel angegriffen worden.
datasets/STT4SG-350 v2.1/clips__train_valid-001/99c4f9b3-262d-4050-9973-a4abb8046872/b5d157ae6a1144e0be732e60da74ee60a349f478c00990c9b93f970f471ca2ad.flac	4.693333333333333	Phoenix wirkte auf dem roten Teppich wie ein Fremdkörper.	news	99c4f9b3-262d-4050-9973-a4abb8046872	Zürich	ZH	8405.0	twenties	male	Phoenix wirkt auf dem roten Teppich wie ein Fremdkörper.
datasets/STT4SG-350 v2.1/clips__train_valid-001/f975c67c-35a5-4cac-8195-51f456b59edc/0fb832702686ca7afc4d688e4e8c1f1f63bd6cfe2721fb6aaf0f71b1c4afba27.flac	5.888004535147393	Die FDP wird in zwei Jahren das Präsidium der FGPK übernehmen.	parliament	f975c67c-35a5-4cac-8195-51f456b59edc	Zürich	ZH	8406.0	thirties	female	Die FDP wird die 2-Jahres-Präsidium der FGPK übernehmen.
datasets/STT4SG-350 v2.1/clips__train_valid-001/2346f20d-b2bc-4712-8c83-5e376731a1c9/714ae35b3a73e2c5834b1336d9597d03e5f66a762b5dcf0911f18ce7681f4857.flac	5.376009070294785	Die US-Finanzkrise hält die Schweizer Börse in Atem.	news	2346f20d-b2bc-4712-8c83-5e376731a1c9	Zürich	ZH	8102.0	fifties	male	Die US-Finanzkrise hält die Schweizer Börse in Atem.
datasets/STT4SG-350 v2.1/clips__train_valid-001/c81c27c4-3e50-4b38-827e-2fc2bf899dc7/91aa76fc79b2fc218867c4b786025489d40afcca0cb06db9d099a626c9d34930.flac	2.986666666666667	Sunrise ist im Mobilfunk gut aufgestellt.	news	c81c27c4-3e50-4b38-827e-2fc2bf899dc7	Zürich	ZH	8400.0	twenties	male	Sunrise ist im Mobilfunk gut aufgestellt.
datasets/STT4SG-350 v2.1/clips__train_valid-001/f975c67c-35a5-4cac-8195-51f456b59edc/39725a4174bc6284d806afcda51a4e1473b98d26a6285423b15df55355d37073.flac	3.328004535147392	Bei Neuenburg sind es 36 Millionen.	news	f975c67c-35a5-4cac-8195-51f456b59edc	Zürich	ZH	8406.0	thirties	female	Bei Neujenburg sind es 36 Millionen.
datasets/STT4SG-350 v2.1/clips__train_valid-001/70a5c408-15e7-4c4d-b1f1-eef3d343939e/52d3a25de71389deddb3808305669829d13946a4ce28bd30237087256783dae4.flac	4.949342403628118	Für wen transportiert die Post überhaupt Geld?	news	70a5c408-15e7-4c4d-b1f1-eef3d343939e	Zürich	ZH	8406.0	fourties	male	Für wen transportiert Post überhaupt Geld?
datasets/STT4SG-350 v2.1/clips__train_valid-001/6e084270-8d26-43d9-ba69-5e8ee793ab8c/ec022cdd36cd368c863117e287794d0b6fbefe47f4f0a1fd42a1aa936e0f73eb.flac	3.808072562358277	Welche Serie fehlt Ihrer Meinung nach?	news	6e084270-8d26-43d9-ba69-5e8ee793ab8c	Zürich	ZG	6340.0	twenties	female	Melanie, ist dir ein Tellter im Einig pound
datasets/STT4SG-350 v2.1/clips__train_valid-001/c81c27c4-3e50-4b38-827e-2fc2bf899dc7/929b1c90c855684b1e14870db891a59d702c085e6bb51578288bde996b573d1f.flac	3.84	Die Betreiber der Bahn seien auf diese Forderung nicht eingegangen.	news	c81c27c4-3e50-4b38-827e-2fc2bf899dc7	Zürich	ZH	8400.0	twenties	male	Die Betriebe der Bahn sind auf diese Vorordnung nicht eingegangen.
datasets/STT4SG-350 v2.1/clips__train_valid-001/e4d6b98b-b3f3-4e0f-9954-4abb7de23540/ca16859858168da0c2fefa45f49f69aa9b1be8050f8e5ec4e4ec49138a28cd98.flac	5.461337868480726	Er hat freie Bahn und trifft unten rechts ins offene Tor.	news	e4d6b98b-b3f3-4e0f-9954-4abb7de23540	Zürich	ZH	8050.0	sixties	male	Er hat freie Bahn und trifft ohne rechts in das offene Bowl.
datasets/STT4SG-350 v2.1/clips__train_valid-001/111f2e2e-073c-4968-acc6-2af6f58a3fba/44a5366575ff91cd95ae34df1faad8e353e307e0b9a461dac266158f1f5fa152.flac	3.925328798185941	Er liess die Asylbewerber sich gegenseitig fesseln.	news	111f2e2e-073c-4968-acc6-2af6f58a3fba	Zürich	ZH	8620.0	twenties	female	Er hat die Asylbewerber sich gegenseitig fesseln lassen.
datasets/STT4SG-350 v2.1/clips__train_valid-001/44a2712b-f350-40e6-a425-6bda969a5ddc/8dc2ef6abb71a82cbc425b7fdbc313589b011a36f601cf8fca8c63160d8b5682.flac	3.4986621315192745	Die Migros habe damit nichts zu tun.	news	44a2712b-f350-40e6-a425-6bda969a5ddc	Zürich	ZH	8400.0	twenties	male	Der Mikro hat damit nichts zu tun.
datasets/STT4SG-350 v2.1/clips__train_valid-001/4697af94-dd63-4d40-8539-14d9c80b313b/98e775b8efde74e8c88d0d24f5c9cd12961b9a796a0110a2672d2c31f06df06d.flac	4.266666666666667	Er war dafür früher aus seinen Ferien zurückgekommen.	news	4697af94-dd63-4d40-8539-14d9c80b313b	Zürich	ZH	8172.0	twenties	female	Er will das Frühjahr aus seiner Ferien zurückkommen.
datasets/STT4SG-350 v2.1/clips__train_valid-001/e6a8968c-d53c-4f76-80b5-15923136987b/1ce4fcfa8077df19e0181bbc7609f2269bed4ef87d26fd15a81b3a1aa41021af.flac	5.546666666666667	Bei den allermeisten Kandidatinnen und Kandidaten sind grössere Veränderungen gemacht worden.	news	e6a8968c-d53c-4f76-80b5-15923136987b	Zürich	ZH	8001.0	fourties	female	Bei den allermeisten Kandidatinnen und Kandidaten sind grössere Veränderungen gemacht worden.
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/b2dd0ce06eb05079454ad1057c43394854d5c964cccfd92a344e36fa4fdc87d1.flac	4.608004535147392	Vielen Unternehmen sei das noch nicht bewusst.	news	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	Vielen Unternehmen sei das noch nicht bewusst.
datasets/STT4SG-350 v2.1/clips__train_valid-001/7c882fa4-86f6-4986-b211-295a09265deb/4253f41dff4608ae6314ed9b0b5eab73cad00b0bf6a614fa223433aee5e1d6a1.flac	5.717324263038549	Murray dagegen liess sich durch nichts mehr aus der Ruhe bringen.	news	7c882fa4-86f6-4986-b211-295a09265deb	Zürich	AG	5504.0	twenties	female	Muray dagegen lässt sich durch nichts mehr aus der Ruhe bringen.
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/d4bc16a7aa74a0dba5e60b4c2e1e60bef542f6b3ff6a8120b37d021572c24ed0.flac	5.290657596371882	In einem ersten Schritt wurde die medizinische Hilfe angegangen.	news	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	In einem ersten Schritt wurde die medizinische Hilfe angegangen.
datasets/STT4SG-350 v2.1/clips__train_valid-001/99c4f9b3-262d-4050-9973-a4abb8046872/e0824d755d86c54b8261e6dfde55d6455812ce534989d3676e9d0b2dceb3db56.flac	5.108390022675737	Dies ergibt eine vom BSV in Auftrag gegebene Studie.	news	99c4f9b3-262d-4050-9973-a4abb8046872	Zürich	ZH	8405.0	twenties	male	Das ergibt einfach einen BSV in Auftragsgärten in der Studie.
datasets/STT4SG-350 v2.1/clips__train_valid-001/99c4f9b3-262d-4050-9973-a4abb8046872/b62fa1c43641eb0457b452083db09fab1dbf365e9a03faee0f4bd6a546b8d8c2.flac	3.925328798185941	Doch der Glanz und Ruhm ist verblasst.	news	99c4f9b3-262d-4050-9973-a4abb8046872	Zürich	ZH	8405.0	twenties	male	Aber der Glanz und Ruhm ist verblasst.
datasets/STT4SG-350 v2.1/clips__train_valid-001/460a10ef-020f-4559-810a-115a066b9bab/bb60c58cae8b2bbffca2a8a51697558618e399a62cc572c4b370e9b3d825548c.flac	2.901337868480726	Diese Ausgaben müssen aber belegt werden können.	news	460a10ef-020f-4559-810a-115a066b9bab	Zürich	ZH	8045.0	thirties	female	Die Ausgaben müssen aber beleid werden können.
datasets/STT4SG-350 v2.1/clips__train_valid-001/2be89650-fc8e-429a-a8e3-2e92b3538639/d72405358a239931ab9333a90c4a6d6709c64540e4e5d0ac3bcad5b370bd6f1b.flac	5.758548752834467	Das betrifft das 13. Jahrhundert genauso wie den gestrigen Nachmittag.	news	2be89650-fc8e-429a-a8e3-2e92b3538639	Zürich	ZH	8055.0	sixties	female	Das betrifft das 13. Jahrhundert genauso wie der gestrige Nachmittag.
datasets/STT4SG-350 v2.1/clips__train_valid-001/2346f20d-b2bc-4712-8c83-5e376731a1c9/64343b280834bb497617510bef69ae2a6c1109bf82325858843371f3260441cf.flac	7.338662131519274	Der manipulierte Anruf wurde den Opfern nicht einmal angezeigt.	news	2346f20d-b2bc-4712-8c83-5e376731a1c9	Zürich	ZH	8102.0	fifties	male	Der manipulierte Anruf wurde dem Opfer nicht einmal angezeigt.
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/d17ede8fc96b77522109c714c530cf6652b8ea77f6df80ef64f9a56ce7295ee3.flac	4.351995464852608	Ein Teil des Geländes bleibt weiterhin abgesperrt.	news	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	Ein Teil vom Klang bleibt weiterhin abgesperrt.
datasets/STT4SG-350 v2.1/clips__train_valid-001/c4c03e6f-50a2-4d24-ae88-caf3032798fa/a1a2456cbad9a79c2e820d6650c254e35e82294906579fbcf6c779fe648b3330.flac	6.4	Die Diskussion auf Facebook bezeichnet er als übertrieben und Hetze.	news	c4c03e6f-50a2-4d24-ae88-caf3032798fa	Zürich	AG	4663.0	fourties	male	Diskussionen auf Facebook bezeichnet er als übertriebene Hetze.
datasets/STT4SG-350 v2.1/clips__train_valid-001/c4c03e6f-50a2-4d24-ae88-caf3032798fa/ad9f703eba14f64d3585c4056f00656af8ccbbac15320edf8986c2d63a222f13.flac	4.693333333333333	In der Nacht waren Schüsse zu hören.	news	c4c03e6f-50a2-4d24-ae88-caf3032798fa	Zürich	AG	4663.0	fourties	male	In der Nacht waren Schüsse gehört.
datasets/STT4SG-350 v2.1/clips__train_valid-001/6858a37b-edd0-4fdf-871c-96d3b1bd3e21/bc825b5554d0ce15f5ad5ab58b3612effcc6a6164cb41a64662c97bb863225a1.flac	4.608004535147392	100 Prozent des Umsatzes gehen an den Mieter.	news	6858a37b-edd0-4fdf-871c-96d3b1bd3e21	Zürich	ZH	8704.0	fourties	male	100% vom Umsatz gönnt an Mieter.
datasets/STT4SG-350 v2.1/clips__train_valid-001/c81c27c4-3e50-4b38-827e-2fc2bf899dc7/72349cd5e52db61e4e7cfd9713613bdee1e2e1b0fce54025e3fd57c8c4094aa4.flac	4.351995464852608	Lions gewinnen erstmals nach vier Niederlagen wieder zuhause.	news	c81c27c4-3e50-4b38-827e-2fc2bf899dc7	Zürich	ZH	8400.0	twenties	male	Lions gewinnen erst mal nach vier Niederlagen wieder die Hai.
datasets/STT4SG-350 v2.1/clips__train_valid-001/0d7bacea-1a75-4c14-b580-40d5b98663b6/56f09838b4ed1d69578ce12c9b38a04af2100a741aeefd75e6114aaa222a04a9.flac	4.693333333333333	Das ist am besten am Eingang der Ausstellung zu beobachten.	news	0d7bacea-1a75-4c14-b580-40d5b98663b6	Zürich	ZH	8049.0	teens	male	Das ist der beste Eingang der Ausstellung.
datasets/STT4SG-350 v2.1/clips__train_valid-001/00fafc97-bf8b-4f35-ae97-b22e83e150f2/aedd11ca57fe40a09164928a3bcc10897f4666d731af296b1077e71e8a79e4ce.flac	3.529433106575964	Ich habe einfach zu viele Probleme.	news	00fafc97-bf8b-4f35-ae97-b22e83e150f2	Zürich	ZH	8630.0	fourties	female	Ich habe einfach zu viele Probleme.
datasets/STT4SG-350 v2.1/clips__train_valid-001/e4d6b98b-b3f3-4e0f-9954-4abb7de23540/87f099c2279fa1515f1603cbeea134ef40a50877c6e682d04ac86de3b96aeaac.flac	4.778662131519274	Aber vorerst hat Bauer bis am 10. Januar Ferien.	news	e4d6b98b-b3f3-4e0f-9954-4abb7de23540	Zürich	ZH	8050.0	sixties	male	Der Bauch hat zuerst bis zum 10. Januar Ferien.
datasets/STT4SG-350 v2.1/clips__train_valid-001/2346f20d-b2bc-4712-8c83-5e376731a1c9/9e04b23aed2fa8d6198f82924af1966a956d8516f8b327da7c9373d66c08bff7.flac	5.717324263038549	In Madrid wäre nur schon ein Unentschieden eine Sensation.	news	2346f20d-b2bc-4712-8c83-5e376731a1c9	Zürich	ZH	8102.0	fifties	male	In Madrid wäre ich nur schon eines Unentschieden eine Sensation.
datasets/STT4SG-350 v2.1/clips__train_valid-001/c81c27c4-3e50-4b38-827e-2fc2bf899dc7/ce4c25d0c52155c7cb8690652516e631ab4bad337c9109da86d8187317173751.flac	5.12	Die Frau ist nach Angaben der Staatsanwaltschaft unterdessen ausser Lebensgefahr.	news	c81c27c4-3e50-4b38-827e-2fc2bf899dc7	Zürich	ZH	8400.0	twenties	male	Die Frau war nach Angau von der Staatsanwaltschaft unterdessen aus Erlebensgefahr.
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/901619818a366d0c14342c0169a24ca035bf7dbf098e861cf4e4dfba37aefa45.flac	3.669342403628118	Diese Ruhe hatte ich noch nicht.	news	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	Die Ruhe habe ich noch nicht gehabt.
datasets/STT4SG-350 v2.1/clips__train_valid-001/3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a/62809e41541a97ba1d2f6040a126ac7c64b1850843e482ff5cb4e9f4b1e742de.flac	6.2293424036281175	Was macht eine Gesellschaft im Kern aus?	news	3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a	Zürich	ZH	8000.0	fifties	female	Was macht eine Gesellschaft im Kern aus?
datasets/STT4SG-350 v2.1/clips__train_valid-001/e6a8968c-d53c-4f76-80b5-15923136987b/5a2ac287bbaab6a8250cb830314cf2e19b3af09a9d19b1e4574493c2c9016295.flac	3.993832199546485	Schon zur Pause lag Moto Club mit 3:0 in Front.	news	e6a8968c-d53c-4f76-80b5-15923136987b	Zürich	ZH	8001.0	fourties	female	Schon bis zur Pause liegt der Moto Club mit 3-0 in Front.
datasets/STT4SG-350 v2.1/clips__train_valid-001/99c4f9b3-262d-4050-9973-a4abb8046872/e72f2f7304dff14bd64786b78121c7320a2132fccd4f8984ea7c8aec87900429.flac	4.458231292517007	Am Donnerstag und Freitag lockt sie mit garantiert kühlen Drinks.	news	99c4f9b3-262d-4050-9973-a4abb8046872	Zürich	ZH	8405.0	twenties	male	Am Donnerstag und Freitag lockt sie mit garantierten Kühlendrinks.
datasets/STT4SG-350 v2.1/clips__train_valid-001/6858a37b-edd0-4fdf-871c-96d3b1bd3e21/ba4b6c7b912624c6e406393942171cf2f74c4908a8c64d7b242dd31f2b2a793d.flac	4.608004535147392	Damit baut er eine starke Beziehung zum Kind auf.	news	6858a37b-edd0-4fdf-871c-96d3b1bd3e21	Zürich	ZH	8704.0	fourties	male	Damit baut er eine starke Beziehung zum Kind auf.
datasets/STT4SG-350 v2.1/clips__train_valid-001/00fafc97-bf8b-4f35-ae97-b22e83e150f2/46927ea7c208093f159d23573999d60a28a0ca0503372566fb677afcd397ebf4.flac	3.1579138321995464	An den mag ich mich gut erinnern.	news	00fafc97-bf8b-4f35-ae97-b22e83e150f2	Zürich	ZH	8630.0	fourties	female	an den manche es mich gut erinnere.
datasets/STT4SG-350 v2.1/clips__train_valid-001/aecb57fd-dc7b-47b5-ab91-27307f50e92c/683b0c25f88d18131fa254c0edf4a0a63a9000480cddbf36b4122e83a4459bd0.flac	4.351995464852608	Er habe die Angelegenheit auch sehr bedauert.	news	aecb57fd-dc7b-47b5-ab91-27307f50e92c	Zürich	ZH	8307.0	fourties	male	Er hat die Okkulage auch sehr bedurrt.
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/907d19e03c1ea4ad2bd9cd2a7a424cc3960cd7ee2dd74ba4cbbf3d72ab9224b7.flac	4.266666666666667	Und die Ergebnisse sprechen für sich.	news	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	Und die Ergebnisse sprechen für sich.
datasets/STT4SG-350 v2.1/clips__train_valid-001/2346f20d-b2bc-4712-8c83-5e376731a1c9/64ea216f3d76988547131e18edd3e7bf7801a5067482480a454bd9232c40d43e.flac	7.338662131519274	Wegen Aussetzung verlangte er eine unbedingte Freiheitsstrafe von 3,5 Jahren.	news	2346f20d-b2bc-4712-8c83-5e376731a1c9	Zürich	ZH	8102.0	fifties	male	Wegen Aussetzung verlangt er eine unbedingte Freiheitsstrafe von dreieinhalb Jahren.
datasets/STT4SG-350 v2.1/clips__train_valid-001/6e084270-8d26-43d9-ba69-5e8ee793ab8c/dd909a2bdf666aed6909ed8b19103be109284205792869411faff7c916c685f4.flac	3.250793650793651	Nicht alle Eltern können sich das leisten.	news	6e084270-8d26-43d9-ba69-5e8ee793ab8c	Zürich	ZG	6340.0	twenties	female	Nicht alle Eltern können sich das leisten.
datasets/STT4SG-350 v2.1/clips__train_valid-001/e4d6b98b-b3f3-4e0f-9954-4abb7de23540/8a6bc7d381f922f04063ff139a48545bd7256544e82802c397fc55de8e94aedc.flac	4.181337868480726	Die beiden DJs haben ihren Sound weiterentwickelt.	news	e4d6b98b-b3f3-4e0f-9954-4abb7de23540	Zürich	ZH	8050.0	sixties	male	Die beiden DJ haben ihren Sound weiterentwickelt.
datasets/STT4SG-350 v2.1/clips__train_valid-001/3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a/6defe8c525dbd1b1275111615036896fe4059d1c94942706d14d33959813e62a.flac	6.314671201814059	Daniele De Rossi schoss die Römer früh in Führung.	news	3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a	Zürich	ZH	8000.0	fifties	female	Daniele de Rossi hat Römer früh in Führung geschossen.
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/90449762664e20e701c175596fe976c9257efea6dce34fa5c81c359cb88ef828.flac	4.608004535147392	Für einen Umzug nach Hollywood bin ich nicht ­bereit.	news	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	Für den Umzug auf Hollywood bin ich nicht bereit.
datasets/STT4SG-350 v2.1/clips__train_valid-001/68931ace-d879-48a2-b92b-0630ff454bdf/d34272ae815dad46cc72997004d77fb0bc34b376738cce4a2f64e37a47fc9ede.flac	3.5839909297052155	Es gehe auch darum zu leben.	news	68931ace-d879-48a2-b92b-0630ff454bdf	Zürich	ZH	8049.0	fourties	male	Es geht jetzt um die Belabe.
datasets/STT4SG-350 v2.1/clips__train_valid-001/2346f20d-b2bc-4712-8c83-5e376731a1c9/74e6df4b3c167e25ed5f97db384588c483fa24f6f85d7bbb64e5591ec52085a3.flac	4.4373242630385485	Das Liebespaar will sogar bald heiraten.	news	2346f20d-b2bc-4712-8c83-5e376731a1c9	Zürich	ZH	8102.0	fifties	male	Das Liebespaar will sogar bald heiraten.
datasets/STT4SG-350 v2.1/clips__train_valid-001/c4c03e6f-50a2-4d24-ae88-caf3032798fa/b5009507ded04c37923cdb0f0efe469fcd199c17ac7a97914459f674657fac3c.flac	9.216009070294785	Wie bzw. nach welchen Kriterien werden die Stundenansätze für ein Geschäft berechnet?	parliament	c4c03e6f-50a2-4d24-ae88-caf3032798fa	Zürich	AG	4663.0	fourties	male	Wie bzw. nach welchen Kriterien werden die Stunden für ein Geschäft berechnet?
datasets/STT4SG-350 v2.1/clips__train_valid-001/2be89650-fc8e-429a-a8e3-2e92b3538639/cf9ef4058138d461bb9391c7693d7502ddcd730b194fb4523a4432f6b1cfff54.flac	3.250793650793651	Da bin ich mir ehrlich gesagt nicht so sicher.	news	2be89650-fc8e-429a-a8e3-2e92b3538639	Zürich	ZH	8055.0	sixties	female	Da bin ich mir ehrlich gesagt nicht so sicher.
